aug 9/10:33:12.246 DEBUG2 : 		

StartSession()

aug 9/10:33:12.246 INFO   : Debug Log(info): Loading the I-jet driver
aug 9/10:34:38.021 DEBUG2 : 		<Call to execUserCoreConnect: macro undefined
aug 9/10:34:38.021 INFO   : Debug Log(info): JTAG test failed - a SWD data parity error encountered.

aug 9/10:34:38.021 INFO   : JTAG test failed - a SWD data parity error encountered.

aug 9/10:34:38.022 DEBUG2 : 		>Calling _ExecDeviceCoreConnect
aug 9/10:34:38.022 DEBUG2 : 		ISigCmdInterpreter::Execute('/noerror dap.RDPr 0')
aug 9/10:34:38.022 DEBUG2 : 		<Call to _ExecDeviceCoreConnect completed successfully
aug 9/10:34:38.022 DEBUG2 : 		<Call to execUserCoreConnect: macro undefined
aug 9/10:34:38.022 INFO   : Debug Log(info): JTAG test failed - the TDO/SWDIO pin held permanently high.

aug 9/10:34:38.022 INFO   : JTAG test failed - the TDO/SWDIO pin held permanently high.

aug 9/10:34:38.022 DEBUG2 : 		CpuRegGet(Core 0, PC -> 15) = 0x0 (0)
aug 9/10:34:38.022 ERROR  : CpuRegGet() returned Called in wrong context
aug 9/10:34:38.035 DEBUG2 : 		>Calling _ExecDeviceCoreConnect
aug 9/10:34:38.035 DEBUG2 : 		ISigCmdInterpreter::Execute('/noerror dap.RDPr 0')
aug 9/10:34:38.036 DEBUG2 : 		<Call to _ExecDeviceCoreConnect completed successfully
aug 9/10:34:38.036 DEBUG2 : 		<Call to execUserCoreConnect: macro undefined
aug 9/10:34:38.038 INFO   : Debug Log(info): CPU status - IN RESET
aug 9/10:34:38.455 INFO   : Debug Log(info): Notification to init-after-hw-reset hookup.

aug 9/10:34:38.455 INFO   : Notification to init-after-hw-reset hookup.

aug 9/10:34:38.455 DEBUG2 : 		<Call to _ExecDeviceProbeReset: macro undefined
aug 9/10:34:38.455 DEBUG2 : 		<Call to execUserProbeReset: macro undefined
aug 9/10:34:38.455 DEBUG2 : 		>Calling _ExecDeviceCoreConnect
aug 9/10:34:38.455 DEBUG2 : 		ISigCmdInterpreter::Execute('/noerror dap.RDPr 0')
aug 9/10:34:38.456 DEBUG2 : 		<Call to _ExecDeviceCoreConnect completed successfully
aug 9/10:34:38.456 DEBUG2 : 		<Call to execUserCoreConnect: macro undefined
aug 9/10:34:38.456 INFO   : Debug Log(info): CPU status FAILED
aug 9/10:34:38.457 DEBUG2 : 		>Calling _ExecDeviceCoreConnect
aug 9/10:34:38.457 DEBUG2 : 		ISigCmdInterpreter::Execute('/noerror dap.RDPr 0')
aug 9/10:34:38.458 DEBUG2 : 		<Call to _ExecDeviceCoreConnect completed successfully
aug 9/10:34:38.458 DEBUG2 : 		<Call to execUserCoreConnect: macro undefined
aug 9/10:34:38.459 DEBUG2 : 		>Calling _ExecDeviceCoreConnect
aug 9/10:34:38.459 DEBUG2 : 		ISigCmdInterpreter::Execute('/noerror dap.RDPr 0')
aug 9/10:34:38.460 DEBUG2 : 		<Call to _ExecDeviceCoreConnect completed successfully
aug 9/10:34:38.460 DEBUG2 : 		<Call to execUserCoreConnect: macro undefined
aug 9/10:34:38.460 DEBUG2 : 		CpuRegGet(Core 0, PC -> 15) = 0x0 (0)
aug 9/10:34:38.460 ERROR  : CpuRegGet() returned Called in wrong context
aug 9/10:34:38.487 DEBUG2 : 		>Calling _ExecDeviceCoreConnect
aug 9/10:34:38.487 DEBUG2 : 		ISigCmdInterpreter::Execute('/noerror dap.RDPr 0')
aug 9/10:34:38.487 DEBUG2 : 		<Call to _ExecDeviceCoreConnect completed successfully
aug 9/10:34:38.487 DEBUG2 : 		<Call to execUserCoreConnect: macro undefined
aug 9/10:34:38.488 DEBUG2 : 		>Calling _ExecDeviceCoreConnect
aug 9/10:34:38.488 DEBUG2 : 		ISigCmdInterpreter::Execute('/noerror dap.RDPr 0')
aug 9/10:34:38.489 DEBUG2 : 		<Call to _ExecDeviceCoreConnect completed successfully
aug 9/10:34:38.489 DEBUG2 : 		<Call to execUserCoreConnect: macro undefined
aug 9/10:34:38.490 DEBUG2 : 		>Calling _ExecDeviceCoreConnect
aug 9/10:34:38.490 DEBUG2 : 		ISigCmdInterpreter::Execute('/noerror dap.RDPr 0')
aug 9/10:34:38.490 DEBUG2 : 		<Call to _ExecDeviceCoreConnect completed successfully
aug 9/10:34:38.490 DEBUG2 : 		<Call to execUserCoreConnect: macro undefined
aug 9/10:34:38.490 INFO   : Debug Log(info): JTAG test failed - an incorrect DP IDCODE. Parity is correct.

aug 9/10:34:38.490 INFO   : JTAG test failed - an incorrect DP IDCODE. Parity is correct.

aug 9/10:34:38.490 INFO   : Debug Log(info): JTAG test failed - the TDO/SWDIO pin held permanently high.

aug 9/10:34:38.490 INFO   : JTAG test failed - the TDO/SWDIO pin held permanently high.

aug 9/10:34:38.490 DEBUG2 : 		CpuRegGet(Core 0, PC -> 15) = 0x0 (0)
aug 9/10:34:38.490 ERROR  : CpuRegGet() returned Called in wrong context
aug 9/10:34:38.502 DEBUG2 : 		>Calling _ExecDeviceCoreConnect
aug 9/10:34:38.502 DEBUG2 : 		ISigCmdInterpreter::Execute('/noerror dap.RDPr 0')
aug 9/10:34:38.503 DEBUG2 : 		<Call to _ExecDeviceCoreConnect completed successfully
aug 9/10:34:38.503 DEBUG2 : 		<Call to execUserCoreConnect: macro undefined
aug 9/10:34:38.503 INFO   : Debug Log(info): JTAG test failed - the TDO/SWDIO pin held permanently high.

aug 9/10:34:38.503 INFO   : JTAG test failed - the TDO/SWDIO pin held permanently high.

aug 9/10:34:38.503 DEBUG2 : 		>Calling _ExecDeviceCoreConnect
aug 9/10:34:38.503 DEBUG2 : 		ISigCmdInterpreter::Execute('/noerror dap.RDPr 0')
aug 9/10:34:38.504 DEBUG2 : 		<Call to _ExecDeviceCoreConnect completed successfully
aug 9/10:34:38.504 DEBUG2 : 		<Call to execUserCoreConnect: macro undefined
aug 9/10:34:38.505 DEBUG2 : 		>Calling _ExecDeviceCoreConnect
aug 9/10:34:38.505 DEBUG2 : 		ISigCmdInterpreter::Execute('/noerror dap.RDPr 0')
aug 9/10:34:38.505 DEBUG2 : 		<Call to _ExecDeviceCoreConnect completed successfully
aug 9/10:34:38.505 DEBUG2 : 		<Call to execUserCoreConnect: macro undefined
aug 9/10:34:38.505 DEBUG2 : 		CpuRegGet(Core 0, PC -> 15) = 0x0 (0)
aug 9/10:34:38.505 ERROR  : CpuRegGet() returned Called in wrong context
aug 9/10:34:38.518 DEBUG2 : 		>Calling _ExecDeviceCoreConnect
aug 9/10:34:38.518 DEBUG2 : 		ISigCmdInterpreter::Execute('/noerror dap.RDPr 0')
aug 9/10:34:38.518 DEBUG2 : 		<Call to _ExecDeviceCoreConnect completed successfully
aug 9/10:34:38.518 DEBUG2 : 		<Call to execUserCoreConnect: macro undefined
aug 9/10:34:38.519 DEBUG2 : 		>Calling _ExecDeviceCoreConnect
aug 9/10:34:38.519 DEBUG2 : 		ISigCmdInterpreter::Execute('/noerror dap.RDPr 0')
aug 9/10:34:38.520 DEBUG2 : 		<Call to _ExecDeviceCoreConnect completed successfully
aug 9/10:34:38.520 DEBUG2 : 		<Call to execUserCoreConnect: macro undefined
aug 9/10:34:38.521 DEBUG2 : 		>Calling _ExecDeviceCoreConnect
aug 9/10:34:38.521 DEBUG2 : 		ISigCmdInterpreter::Execute('/noerror dap.RDPr 0')
aug 9/10:34:38.521 DEBUG2 : 		<Call to _ExecDeviceCoreConnect completed successfully
aug 9/10:34:38.521 DEBUG2 : 		<Call to execUserCoreConnect: macro undefined
aug 9/10:34:38.521 INFO   : Debug Log(info): JTAG test failed - a SWD data parity error encountered.

aug 9/10:34:38.521 INFO   : JTAG test failed - a SWD data parity error encountered.

aug 9/10:34:38.521 INFO   : Debug Log(info): JTAG test failed - the TDO/SWDIO pin held permanently high.

aug 9/10:34:38.521 INFO   : JTAG test failed - the TDO/SWDIO pin held permanently high.

aug 9/10:34:38.521 DEBUG2 : 		CpuRegGet(Core 0, PC -> 15) = 0x0 (0)
aug 9/10:34:38.521 ERROR  : CpuRegGet() returned Called in wrong context
aug 9/10:34:38.533 DEBUG2 : 		>Calling _ExecDeviceCoreConnect
aug 9/10:34:38.533 DEBUG2 : 		ISigCmdInterpreter::Execute('/noerror dap.RDPr 0')
aug 9/10:34:38.534 DEBUG2 : 		<Call to _ExecDeviceCoreConnect completed successfully
aug 9/10:34:38.534 DEBUG2 : 		<Call to execUserCoreConnect: macro undefined
aug 9/10:34:38.534 INFO   : Debug Log(info): JTAG test failed - the TDO/SWDIO pin held permanently high.

aug 9/10:34:38.534 INFO   : JTAG test failed - the TDO/SWDIO pin held permanently high.

aug 9/10:34:38.535 DEBUG2 : 		>Calling _ExecDeviceCoreConnect
aug 9/10:34:38.535 DEBUG2 : 		ISigCmdInterpreter::Execute('/noerror dap.RDPr 0')
aug 9/10:34:38.535 DEBUG2 : 		<Call to _ExecDeviceCoreConnect completed successfully
aug 9/10:34:38.535 DEBUG2 : 		<Call to execUserCoreConnect: macro undefined
aug 9/10:34:38.536 DEBUG2 : 		>Calling _ExecDeviceCoreConnect
aug 9/10:34:38.536 DEBUG2 : 		ISigCmdInterpreter::Execute('/noerror dap.RDPr 0')
aug 9/10:34:38.536 DEBUG2 : 		<Call to _ExecDeviceCoreConnect completed successfully
aug 9/10:34:38.536 DEBUG2 : 		<Call to execUserCoreConnect: macro undefined
aug 9/10:34:38.536 DEBUG2 : 		CpuRegGet(Core 0, PC -> 15) = 0x0 (0)
aug 9/10:34:38.537 ERROR  : CpuRegGet() returned Called in wrong context
aug 9/10:34:38.549 DEBUG2 : 		>Calling _ExecDeviceCoreConnect
aug 9/10:34:38.549 DEBUG2 : 		ISigCmdInterpreter::Execute('/noerror dap.RDPr 0')
aug 9/10:34:38.549 DEBUG2 : 		<Call to _ExecDeviceCoreConnect completed successfully
aug 9/10:34:38.549 DEBUG2 : 		<Call to execUserCoreConnect: macro undefined
aug 9/10:34:38.550 DEBUG2 : 		>Calling _ExecDeviceCoreConnect
aug 9/10:34:38.550 DEBUG2 : 		ISigCmdInterpreter::Execute('/noerror dap.RDPr 0')
aug 9/10:34:38.551 DEBUG2 : 		<Call to _ExecDeviceCoreConnect completed successfully
aug 9/10:34:38.551 DEBUG2 : 		<Call to execUserCoreConnect: macro undefined
aug 9/10:34:38.551 DEBUG2 : 		>Calling _ExecDeviceCoreConnect
aug 9/10:34:38.551 DEBUG2 : 		ISigCmdInterpreter::Execute('/noerror dap.RDPr 0')
aug 9/10:34:38.551 DEBUG2 : 		<Call to _ExecDeviceCoreConnect completed successfully
aug 9/10:34:38.551 DEBUG2 : 		<Call to execUserCoreConnect: macro undefined
aug 9/10:34:38.551 DEBUG2 : 		CpuRegGet(Core 0, PC -> 15) = 0x0 (0)
aug 9/10:34:38.551 ERROR  : CpuRegGet() returned Called in wrong context
aug 9/10:34:38.565 DEBUG2 : 		>Calling _ExecDeviceCoreConnect
aug 9/10:34:38.565 DEBUG2 : 		ISigCmdInterpreter::Execute('/noerror dap.RDPr 0')
aug 9/10:34:38.566 DEBUG2 : 		<Call to _ExecDeviceCoreConnect completed successfully
aug 9/10:34:38.566 DEBUG2 : 		<Call to execUserCoreConnect: macro undefined
aug 9/10:34:38.571 INFO   : Debug Log(info): CPU status - IN RESET
aug 9/10:34:39.003 INFO   : Debug Log(info): Notification to init-after-hw-reset hookup.

aug 9/10:34:39.003 INFO   : Notification to init-after-hw-reset hookup.

aug 9/10:34:39.003 DEBUG2 : 		<Call to _ExecDeviceProbeReset: macro undefined
aug 9/10:34:39.003 DEBUG2 : 		<Call to execUserProbeReset: macro undefined
aug 9/10:34:39.003 DEBUG2 : 		>Calling _ExecDeviceCoreConnect
aug 9/10:34:39.003 DEBUG2 : 		ISigCmdInterpreter::Execute('/noerror dap.RDPr 0')
aug 9/10:34:39.003 DEBUG2 : 		<Call to _ExecDeviceCoreConnect completed successfully
aug 9/10:34:39.003 DEBUG2 : 		<Call to execUserCoreConnect: macro undefined
aug 9/10:34:39.003 INFO   : Debug Log(info): CPU status FAILED
aug 9/10:34:39.004 DEBUG2 : 		>Calling _ExecDeviceCoreConnect
aug 9/10:34:39.004 DEBUG2 : 		ISigCmdInterpreter::Execute('/noerror dap.RDPr 0')
aug 9/10:34:39.005 DEBUG2 : 		<Call to _ExecDeviceCoreConnect completed successfully
aug 9/10:34:39.005 DEBUG2 : 		<Call to execUserCoreConnect: macro undefined
aug 9/10:34:39.005 INFO   : Debug Log(info): JTAG test failed - a SWD data parity error encountered.

aug 9/10:34:39.005 INFO   : JTAG test failed - a SWD data parity error encountered.

aug 9/10:34:39.005 INFO   : Debug Log(info): JTAG test failed - the TDO/SWDIO pin held permanently high.

aug 9/10:34:39.005 INFO   : JTAG test failed - the TDO/SWDIO pin held permanently high.

aug 9/10:34:39.006 DEBUG2 : 		>Calling _ExecDeviceCoreConnect
aug 9/10:34:39.006 DEBUG2 : 		ISigCmdInterpreter::Execute('/noerror dap.RDPr 0')
aug 9/10:34:39.006 DEBUG2 : 		<Call to _ExecDeviceCoreConnect completed successfully
aug 9/10:34:39.006 DEBUG2 : 		<Call to execUserCoreConnect: macro undefined
aug 9/10:34:39.006 DEBUG2 : 		CpuRegGet(Core 0, PC -> 15) = 0x0 (0)
aug 9/10:34:39.006 ERROR  : CpuRegGet() returned Called in wrong context
aug 9/10:34:39.018 DEBUG2 : 		>Calling _ExecDeviceCoreConnect
aug 9/10:34:39.018 DEBUG2 : 		ISigCmdInterpreter::Execute('/noerror dap.RDPr 0')
aug 9/10:34:39.019 DEBUG2 : 		<Call to _ExecDeviceCoreConnect completed successfully
aug 9/10:34:39.019 DEBUG2 : 		<Call to execUserCoreConnect: macro undefined
aug 9/10:34:39.019 INFO   : Debug Log(info): JTAG test failed - the TDO/SWDIO pin held permanently high.

aug 9/10:34:39.019 INFO   : JTAG test failed - the TDO/SWDIO pin held permanently high.

aug 9/10:34:39.020 DEBUG2 : 		>Calling _ExecDeviceCoreConnect
aug 9/10:34:39.020 DEBUG2 : 		ISigCmdInterpreter::Execute('/noerror dap.RDPr 0')
aug 9/10:34:39.021 DEBUG2 : 		<Call to _ExecDeviceCoreConnect completed successfully
aug 9/10:34:39.021 DEBUG2 : 		<Call to execUserCoreConnect: macro undefined
aug 9/10:34:39.022 DEBUG2 : 		>Calling _ExecDeviceCoreConnect
aug 9/10:34:39.022 DEBUG2 : 		ISigCmdInterpreter::Execute('/noerror dap.RDPr 0')
aug 9/10:34:39.022 DEBUG2 : 		<Call to _ExecDeviceCoreConnect completed successfully
aug 9/10:34:39.022 DEBUG2 : 		<Call to execUserCoreConnect: macro undefined
aug 9/10:34:39.023 DEBUG2 : 		CpuRegGet(Core 0, PC -> 15) = 0x0 (0)
aug 9/10:34:39.023 ERROR  : CpuRegGet() returned Called in wrong context
aug 9/10:34:39.034 DEBUG2 : 		>Calling _ExecDeviceCoreConnect
aug 9/10:34:39.034 DEBUG2 : 		ISigCmdInterpreter::Execute('/noerror dap.RDPr 0')
aug 9/10:34:39.034 DEBUG2 : 		<Call to _ExecDeviceCoreConnect completed successfully
aug 9/10:34:39.034 DEBUG2 : 		<Call to execUserCoreConnect: macro undefined
aug 9/10:34:39.035 DEBUG2 : 		>Calling _ExecDeviceCoreConnect
aug 9/10:34:39.035 DEBUG2 : 		ISigCmdInterpreter::Execute('/noerror dap.RDPr 0')
aug 9/10:34:39.035 DEBUG2 : 		<Call to _ExecDeviceCoreConnect completed successfully
aug 9/10:34:39.035 DEBUG2 : 		<Call to execUserCoreConnect: macro undefined
aug 9/10:34:39.035 INFO   : Debug Log(info): JTAG test failed - a SWD data parity error encountered.

aug 9/10:34:39.035 INFO   : JTAG test failed - a SWD data parity error encountered.

aug 9/10:34:39.035 INFO   : Debug Log(info): JTAG test failed - the TDO/SWDIO pin held permanently high.

aug 9/10:34:39.035 INFO   : JTAG test failed - the TDO/SWDIO pin held permanently high.

aug 9/10:34:39.035 DEBUG2 : 		>Calling _ExecDeviceCoreConnect
aug 9/10:34:39.035 DEBUG2 : 		ISigCmdInterpreter::Execute('/noerror dap.RDPr 0')
aug 9/10:34:39.036 DEBUG2 : 		<Call to _ExecDeviceCoreConnect completed successfully
aug 9/10:34:39.036 DEBUG2 : 		<Call to execUserCoreConnect: macro undefined
aug 9/10:34:39.036 INFO   : Debug Log(info): JTAG test failed - the TDO/SWDIO pin held permanently high.

aug 9/10:34:39.036 INFO   : JTAG test failed - the TDO/SWDIO pin held permanently high.

aug 9/10:34:39.036 DEBUG2 : 		CpuRegGet(Core 0, PC -> 15) = 0x0 (0)
aug 9/10:34:39.036 ERROR  : CpuRegGet() returned Called in wrong context
aug 9/10:34:39.051 DEBUG2 : 		>Calling _ExecDeviceCoreConnect
aug 9/10:34:39.051 DEBUG2 : 		ISigCmdInterpreter::Execute('/noerror dap.RDPr 0')
aug 9/10:34:39.051 DEBUG2 : 		<Call to _ExecDeviceCoreConnect completed successfully
aug 9/10:34:39.051 DEBUG2 : 		<Call to execUserCoreConnect: macro undefined
aug 9/10:34:39.052 INFO   : Debug Log(info): JTAG test failed - the TDO/SWDIO pin held permanently low.

aug 9/10:34:39.052 INFO   : JTAG test failed - the TDO/SWDIO pin held permanently low.

aug 9/10:34:39.052 INFO   : Debug Log(info): JTAG test failed - the TDO/SWDIO pin held permanently high.

aug 9/10:34:39.052 INFO   : JTAG test failed - the TDO/SWDIO pin held permanently high.

aug 9/10:34:39.052 DEBUG2 : 		>Calling _ExecDeviceCoreConnect
aug 9/10:34:39.052 DEBUG2 : 		ISigCmdInterpreter::Execute('/noerror dap.RDPr 0')
aug 9/10:34:39.053 DEBUG2 : 		<Call to _ExecDeviceCoreConnect completed successfully
aug 9/10:34:39.053 DEBUG2 : 		<Call to execUserCoreConnect: macro undefined
aug 9/10:34:39.053 INFO   : Debug Log(info): JTAG test failed - the TDO/SWDIO pin held permanently high.

aug 9/10:34:39.053 INFO   : JTAG test failed - the TDO/SWDIO pin held permanently high.

aug 9/10:34:39.053 DEBUG2 : 		>Calling _ExecDeviceCoreConnect
aug 9/10:34:39.053 DEBUG2 : 		ISigCmdInterpreter::Execute('/noerror dap.RDPr 0')
aug 9/10:34:39.053 DEBUG2 : 		<Call to _ExecDeviceCoreConnect completed successfully
aug 9/10:34:39.053 DEBUG2 : 		<Call to execUserCoreConnect: macro undefined
aug 9/10:34:39.053 DEBUG2 : 		CpuRegGet(Core 0, PC -> 15) = 0x0 (0)
aug 9/10:34:39.053 ERROR  : CpuRegGet() returned Called in wrong context
aug 9/10:34:39.067 DEBUG2 : 		>Calling _ExecDeviceCoreConnect
aug 9/10:34:39.067 DEBUG2 : 		ISigCmdInterpreter::Execute('/noerror dap.RDPr 0')
aug 9/10:34:39.067 DEBUG2 : 		<Call to _ExecDeviceCoreConnect completed successfully
aug 9/10:34:39.067 DEBUG2 : 		<Call to execUserCoreConnect: macro undefined
aug 9/10:34:39.068 DEBUG2 : 		>Calling _ExecDeviceCoreConnect
aug 9/10:34:39.068 DEBUG2 : 		ISigCmdInterpreter::Execute('/noerror dap.RDPr 0')
aug 9/10:34:39.068 DEBUG2 : 		<Call to _ExecDeviceCoreConnect completed successfully
aug 9/10:34:39.068 DEBUG2 : 		<Call to execUserCoreConnect: macro undefined
aug 9/10:34:39.069 DEBUG2 : 		>Calling _ExecDeviceCoreConnect
aug 9/10:34:39.069 DEBUG2 : 		ISigCmdInterpreter::Execute('/noerror dap.RDPr 0')
aug 9/10:34:39.069 DEBUG2 : 		<Call to _ExecDeviceCoreConnect completed successfully
aug 9/10:34:39.069 DEBUG2 : 		<Call to execUserCoreConnect: macro undefined
aug 9/10:34:39.069 DEBUG2 : 		CpuRegGet(Core 0, PC -> 15) = 0x0 (0)
aug 9/10:34:39.069 ERROR  : CpuRegGet() returned Called in wrong context
aug 9/10:34:39.081 DEBUG2 : 		>Calling _ExecDeviceCoreConnect
aug 9/10:34:39.081 DEBUG2 : 		ISigCmdInterpreter::Execute('/noerror dap.RDPr 0')
aug 9/10:34:39.082 DEBUG2 : 		<Call to _ExecDeviceCoreConnect completed successfully
aug 9/10:34:39.082 DEBUG2 : 		<Call to execUserCoreConnect: macro undefined
aug 9/10:34:39.083 DEBUG2 : 		>Calling _ExecDeviceCoreConnect
aug 9/10:34:39.083 DEBUG2 : 		ISigCmdInterpreter::Execute('/noerror dap.RDPr 0')
aug 9/10:34:39.083 DEBUG2 : 		<Call to _ExecDeviceCoreConnect completed successfully
aug 9/10:34:39.083 DEBUG2 : 		<Call to execUserCoreConnect: macro undefined
aug 9/10:34:39.083 DEBUG2 : 		>Calling _ExecDeviceCoreConnect
aug 9/10:34:39.083 DEBUG2 : 		ISigCmdInterpreter::Execute('/noerror dap.RDPr 0')
aug 9/10:34:39.084 DEBUG2 : 		<Call to _ExecDeviceCoreConnect completed successfully
aug 9/10:34:39.084 DEBUG2 : 		<Call to execUserCoreConnect: macro undefined
aug 9/10:34:39.084 DEBUG2 : 		CpuRegGet(Core 0, PC -> 15) = 0x0 (0)
aug 9/10:34:39.084 ERROR  : CpuRegGet() returned Called in wrong context
aug 9/10:34:39.097 DEBUG2 : 		>Calling _ExecDeviceCoreConnect
aug 9/10:34:39.097 DEBUG2 : 		ISigCmdInterpreter::Execute('/noerror dap.RDPr 0')
aug 9/10:34:39.098 DEBUG2 : 		<Call to _ExecDeviceCoreConnect completed successfully
aug 9/10:34:39.098 DEBUG2 : 		<Call to execUserCoreConnect: macro undefined
aug 9/10:34:39.098 DEBUG2 : 		>Calling _ExecDeviceCoreConnect
aug 9/10:34:39.098 DEBUG2 : 		ISigCmdInterpreter::Execute('/noerror dap.RDPr 0')
aug 9/10:34:39.098 DEBUG2 : 		<Call to _ExecDeviceCoreConnect completed successfully
aug 9/10:34:39.098 DEBUG2 : 		<Call to execUserCoreConnect: macro undefined
aug 9/10:34:39.099 DEBUG2 : 		>Calling _ExecDeviceCoreConnect
aug 9/10:34:39.099 DEBUG2 : 		ISigCmdInterpreter::Execute('/noerror dap.RDPr 0')
aug 9/10:34:39.099 DEBUG2 : 		<Call to _ExecDeviceCoreConnect completed successfully
aug 9/10:34:39.099 DEBUG2 : 		<Call to execUserCoreConnect: macro undefined
aug 9/10:34:39.099 DEBUG2 : 		CpuRegGet(Core 0, PC -> 15) = 0x0 (0)
aug 9/10:34:39.099 ERROR  : CpuRegGet() returned Called in wrong context
aug 9/10:34:39.113 DEBUG2 : 		>Calling _ExecDeviceCoreConnect
aug 9/10:34:39.113 DEBUG2 : 		ISigCmdInterpreter::Execute('/noerror dap.RDPr 0')
aug 9/10:34:39.113 DEBUG2 : 		<Call to _ExecDeviceCoreConnect completed successfully
aug 9/10:34:39.113 DEBUG2 : 		<Call to execUserCoreConnect: macro undefined
aug 9/10:34:39.114 DEBUG2 : 		>Calling _ExecDeviceCoreConnect
aug 9/10:34:39.114 DEBUG2 : 		ISigCmdInterpreter::Execute('/noerror dap.RDPr 0')
aug 9/10:34:39.114 DEBUG2 : 		<Call to _ExecDeviceCoreConnect completed successfully
aug 9/10:34:39.114 DEBUG2 : 		<Call to execUserCoreConnect: macro undefined
aug 9/10:34:39.114 DEBUG2 : 		>Calling _ExecDeviceCoreConnect
aug 9/10:34:39.114 DEBUG2 : 		ISigCmdInterpreter::Execute('/noerror dap.RDPr 0')
aug 9/10:34:39.115 DEBUG2 : 		<Call to _ExecDeviceCoreConnect completed successfully
aug 9/10:34:39.115 DEBUG2 : 		<Call to execUserCoreConnect: macro undefined
aug 9/10:34:39.115 DEBUG2 : 		CpuRegGet(Core 0, PC -> 15) = 0x0 (0)
aug 9/10:34:39.115 ERROR  : CpuRegGet() returned Called in wrong context
aug 9/10:34:39.130 DEBUG2 : 		>Calling _ExecDeviceCoreConnect
aug 9/10:34:39.130 DEBUG2 : 		ISigCmdInterpreter::Execute('/noerror dap.RDPr 0')
aug 9/10:34:39.130 DEBUG2 : 		<Call to _ExecDeviceCoreConnect completed successfully
aug 9/10:34:39.130 DEBUG2 : 		<Call to execUserCoreConnect: macro undefined
aug 9/10:34:39.131 DEBUG2 : 		>Calling _ExecDeviceCoreConnect
aug 9/10:34:39.131 DEBUG2 : 		ISigCmdInterpreter::Execute('/noerror dap.RDPr 0')
aug 9/10:34:39.132 DEBUG2 : 		<Call to _ExecDeviceCoreConnect completed successfully
aug 9/10:34:39.132 DEBUG2 : 		<Call to execUserCoreConnect: macro undefined
aug 9/10:34:39.132 DEBUG2 : 		>Calling _ExecDeviceCoreConnect
aug 9/10:34:39.132 DEBUG2 : 		ISigCmdInterpreter::Execute('/noerror dap.RDPr 0')
aug 9/10:34:39.132 DEBUG2 : 		<Call to _ExecDeviceCoreConnect completed successfully
aug 9/10:34:39.132 DEBUG2 : 		<Call to execUserCoreConnect: macro undefined
aug 9/10:34:39.132 DEBUG2 : 		CpuRegGet(Core 0, PC -> 15) = 0x0 (0)
aug 9/10:34:39.133 ERROR  : CpuRegGet() returned Called in wrong context
aug 9/10:34:39.145 DEBUG2 : 		>Calling _ExecDeviceCoreConnect
aug 9/10:34:39.145 DEBUG2 : 		ISigCmdInterpreter::Execute('/noerror dap.RDPr 0')
aug 9/10:34:39.146 DEBUG2 : 		<Call to _ExecDeviceCoreConnect completed successfully
